Date,Transaction Description,Category,Amount
2023-08-17,Computer prove amount population.,Travel,142835.0
2023-08-21,Itself free source.,Travel,85338.0
2023-08-22,Bit appear.,Health & Fitness,92341.0
2023-08-23,Citizen ahead method.,Travel,135762.0
2023-08-25,Return or for.,Shopping,117313.0
2023-08-27,Discover body direction down.,Other,28150.0
2023-08-30,Heart determine likely.,Rent,96866.0
2023-08-30,Three certain.,Travel,128478.0
2023-08-30,Hold carry rest.,Travel,131568.0
2023-08-30,Dark camera realize.,Travel,38484.0
2023-09-01,Carry surface learn.,Entertainment,180038.0
2023-09-01,Detail far church some.,Shopping,132446.0
2023-09-03,Wife talk beat tax majority.,Food & Drink,131425.0
2023-09-04,List leg address into their.,Travel,181475.0
2023-09-04,Its develop until watch.,Food & Drink,117022.0
2023-09-04,Individual analysis.,Entertainment,6929.0
2023-09-07,Almost most look something.,Salary,181399.0
2023-09-10,Manager bar send really.,Travel,169238.0
2023-09-11,Car fast positive.,Utilities,59463.0
2023-09-11,Look fight.,Travel,145312.0
2023-09-12,Section agency lawyer sign them.,Utilities,189438.0
2023-09-12,Smile have less.,Rent,45228.0
2023-09-13,Audience throw four allow international.,Travel,84674.0
2023-09-14,My some skin ball thing.,Health & Fitness,52851.0
2023-09-14,War push thousand book half.,Rent,94637.0
2023-09-14,Hand possible relate night.,Rent,94972.0
2023-09-15,Wonder draw box.,Investment,36260.0
2023-09-15,That reflect send set fly.,Shopping,11758.0
2023-09-16,Quite everyone as generation.,Utilities,198477.0
2023-09-16,Money but report question.,Salary,29502.0
2023-09-21,Later happy pull.,Utilities,156009.0
2023-09-21,Throughout leader bag.,Utilities,63369.0
2023-09-23,When baby clearly.,Other,27400.0
2023-09-24,Many themselves minute.,Utilities,11568.0
2023-09-28,Indicate radio use.,Investment,15600.0
2023-09-29,Information scene again country.,Shopping,81275.0
2023-10-03,Strong mind from.,Shopping,1929.0
2023-10-04,Pretty skin main program.,Health & Fitness,190064.0
2023-10-04,Knowledge fight car smile commercial.,Entertainment,4565.0
2023-10-05,Machine wife show.,Investment,23530.0
2023-10-06,Good lay coach.,Health & Fitness,63106.0
2023-10-08,Expect win stuff realize project.,Other,18680.0
2023-10-08,Draw american first.,Investment,29420.0
2023-10-08,Employee continue none alone.,Salary,145839.0
2023-10-09,Challenge large wish move.,Health & Fitness,87299.0
2023-10-09,Identify material.,Utilities,69204.0
2023-10-11,Until choose wife national.,Health & Fitness,150273.0
2023-10-13,Positive far time wide.,Other,6560.0
2023-10-14,Son rock two.,Utilities,43027.0
2023-10-14,Rule too.,Investment,15080.0
2023-10-15,Bring agent pay detail group.,Food & Drink,75663.0
2023-10-15,Part crime.,Food & Drink,119191.0
2023-10-16,Sit short cultural.,Investment,6610.0
2023-10-17,Support quality whatever wish hour.,Investment,39140.0
2023-10-17,Owner memory argue project.,Rent,109909.0
2023-10-27,Respond into history.,Utilities,41893.0
2023-10-27,General final knowledge.,Food & Drink,60922.0
2023-10-29,Democratic thousand.,Travel,124937.0
2023-10-30,Eye south wife interest.,Shopping,16630.0
2023-10-30,Structure our century.,Investment,28150.0
2023-11-04,Write moment friend value.,Investment,45770.0
2023-11-05,According police.,Investment,26540.0
2023-11-08,Company left nothing trip.,Entertainment,72226.0
2023-11-08,Strategy face make.,Utilities,8842.0
2023-11-08,Fight nice less agree able.,Entertainment,137953.0
2023-11-09,What strong line.,Entertainment,1545.0
2023-11-09,Conference trade population agreement.,Rent,167211.0
2023-11-11,Yes at seat ok.,Utilities,18994.0
2023-11-11,Than physical live reason.,Rent,144989.0
2023-11-13,Mention offer suddenly clear.,Other,23930.0
2023-11-14,Floor there career.,Travel,53561.0
2023-11-14,Evening information.,Investment,8230.0
2023-11-15,Face morning.,Health & Fitness,160518.0
2023-11-17,Create physical share out cold.,Rent,19905.0
2023-11-18,Step rate feeling rate.,Food & Drink,2925.0
2023-11-21,Move goal.,Investment,31920.0
2023-11-21,Carry example.,Salary,191063.0
2023-11-22,Future treat bill choice.,Rent,75152.0
2023-11-23,Somebody next ready.,Rent,80755.0
2023-11-23,Republican reduce sort individual trouble.,Travel,167306.0
2023-11-26,Type look find.,Salary,16018.0
2023-11-26,Stage threat our.,Utilities,23498.0
2023-11-26,Report agreement sport.,Food & Drink,196332.0
2023-11-26,Task central dinner.,Rent,8379.0
2023-11-27,Candidate bad real.,Salary,37071.0
2023-11-27,Affect machine.,Health & Fitness,12266.0
2023-11-28,Cultural allow.,Utilities,97133.0
2023-11-28,Arrive budget education at property.,Shopping,88697.0
2023-11-29,Turn day top.,Other,6010.0
2023-12-05,Ahead certainly second everyone.,Entertainment,195601.0
2023-12-05,Goal talk sit party.,Health & Fitness,104301.0
2023-12-06,Attention standard shake more respond.,Rent,87137.0
2023-12-08,Top mr wind.,Salary,69804.0
2023-12-09,Turn surface listen.,Shopping,30582.0
2023-12-09,Pull blue strong wonder.,Food & Drink,3317.0
2023-12-10,Method imagine seven.,Salary,170522.0
2023-12-11,Letter mind many.,Rent,150535.0
2023-12-13,News american foreign.,Health & Fitness,194059.0
2023-12-14,Exist outside find wish.,Investment,36010.0
2023-12-14,Network fact talk.,Entertainment,16687.0
2023-12-18,Thus sort.,Salary,18516.0
2023-12-20,Actually purpose public.,Health & Fitness,24623.0
2023-12-21,Mission put budget house.,Food & Drink,21426.0
2023-12-22,Ask window full.,Food & Drink,165356.0
2023-12-23,Do interesting material.,Travel,178132.0
2023-12-25,Event smile popular hundred live.,Salary,190121.0
2023-12-26,Memory challenge lawyer business.,Food & Drink,163501.0
2023-12-27,Discuss wall ahead scene.,Health & Fitness,11247.0
2023-12-29,Question will him quickly.,Salary,143615.0
2023-12-29,Perform benefit baby.,Salary,23691.0
2023-12-29,Society dark product make.,Entertainment,1437.0
2024-01-02,Gas teacher national weight all.,Travel,10999.0
2024-01-02,Himself fire heavy.,Rent,1011.0
2024-01-04,Allow news.,Investment,38520.0
2024-01-04,Man care resource.,Investment,20360.0
2024-01-07,Notice make.,Other,22660.0
2024-01-09,Occur live take media hot.,Entertainment,143641.0
2024-01-09,Wife pay good within fly.,Other,8800.0
2024-01-10,And student give score agree.,Rent,154657.0
2024-01-11,Best generation group goal.,Utilities,192807.0
2024-01-11,Doctor fine be.,Investment,40450.0
2024-01-11,Boy college mrs.,Salary,18495.0
2024-01-12,Price institution method inside.,Utilities,138672.0
2024-01-13,Onto worry help hope.,Investment,13480.0
2024-01-14,Space beyond.,Health & Fitness,101318.0
2024-01-15,Market specific property coach.,Entertainment,55446.0
2024-01-16,Wide cut player wind.,Travel,91116.0
2024-01-16,Degree enter father of source.,Other,46960.0
2024-01-16,Behind front attack song little.,Health & Fitness,142663.0
2024-01-17,Somebody prepare few sound.,Entertainment,40977.0
2024-01-19,Finish increase economy middle public.,Travel,137636.0
2024-01-19,Thing physical might.,Utilities,196286.0
2024-01-19,Material produce station visit environmental.,Utilities,101275.0
2024-01-19,Table trade various risk art.,Health & Fitness,14236.0
2024-01-20,Leg drive second she.,Salary,116978.0
2024-01-22,Five store ask data.,Shopping,135174.0
2024-01-23,Statement position either.,Travel,175618.0
2024-01-24,Draw change agree someone.,Food & Drink,105023.0
2024-01-25,Magazine yard instead town.,Investment,9340.0
2024-01-26,Evening ahead smile.,Entertainment,54129.0
2024-01-26,Compare system white magazine after.,Travel,136995.0
2024-01-26,Own test too imagine.,Investment,29170.0
2024-01-27,However style.,Food & Drink,72378.0
2024-01-28,Born same usually.,Entertainment,14874.0
2024-01-30,Wear use edge this draw.,Entertainment,102674.0
2024-02-01,Forget once hope security.,Travel,138894.0
2024-02-06,Design blood degree ever.,Other,36740.0
2024-02-07,Television argue mouth.,Health & Fitness,193201.0
2024-02-07,Nation little east everyone.,Other,21630.0
2024-02-10,Little happy final population.,Salary,166167.0
2024-02-10,Real small.,Health & Fitness,151266.0
2024-02-10,Need finally when.,Entertainment,155453.0
2024-02-14,Movement door kind.,Travel,90314.0
2024-02-14,Until truth feeling view.,Rent,38208.0
2024-02-15,Decision three trouble.,Investment,35900.0
2024-02-16,Smile ever bag single.,Other,26640.0
2024-02-17,Say unit four institution.,Other,5460.0
2024-02-19,Recognize media goal.,Utilities,8948.0
2024-02-21,Law agree appear political.,Food & Drink,154959.0
2024-02-21,Able customer figure.,Travel,9862.0
2024-02-21,Book economic.,Health & Fitness,15503.0
2024-02-22,Rate society floor long same.,Entertainment,191441.0
2024-02-23,Reach step son.,Utilities,8377.0
2024-02-23,Increase consider.,Rent,70531.0
2024-02-24,Difference way type positive phone.,Health & Fitness,66882.0
2024-02-24,Cup red collection husband.,Salary,19933.0
2024-02-25,Employee become happy water bring.,Food & Drink,2383.0
2024-02-27,Significant up still management.,Entertainment,180995.0
2024-02-27,Course technology site.,Entertainment,19182.0
2024-02-27,High issue deal democratic.,Health & Fitness,76893.0
2024-02-28,Industry impact certainly.,Rent,77789.0
2024-02-29,Dog late eat.,Travel,5916.0
2024-03-02,Beat light the window.,Health & Fitness,103348.0
2024-03-03,Require remain save.,Salary,9726.0
2024-03-05,Believe arrive.,Entertainment,64742.0
2024-03-05,Likely great paper.,Investment,18710.0
2024-03-06,Effect people.,Food & Drink,12576.0
2024-03-06,Provide car throughout american.,Entertainment,173125.0
2024-03-06,College manage fund.,Rent,4191.0
2024-03-07,Bed report item.,Shopping,129666.0
2024-03-07,Finish without.,Utilities,5727.0
2024-03-08,Security unit executive.,Food & Drink,18417.0
2024-03-11,Stop unit might job close.,Other,10770.0
2024-03-13,New type pm.,Entertainment,182286.0
2024-03-15,Country approach.,Salary,126413.0
2024-03-16,Like clear.,Food & Drink,78511.0
2024-03-18,Break time manager kid.,Investment,10180.0
2024-03-26,Leader both rest challenge.,Food & Drink,140476.0
2024-03-27,Data exist.,Investment,28740.0
2024-03-28,State none production defense your.,Travel,121707.0
2024-03-29,Short congress turn east marriage.,Salary,76901.0
2024-03-30,Ago race quite hour.,Food & Drink,95324.0
2024-03-30,Child ball store process.,Utilities,149604.0
2024-04-03,Western order accept wide prevent.,Travel,192067.0
2024-04-04,Water yourself trade someone.,Other,5910.0
2024-04-06,Tell soon executive.,Utilities,25524.0
2024-04-07,Natural own.,Other,49000.0
2024-04-08,Effort drive side human.,Rent,61634.0
2024-04-09,Clear single expect.,Health & Fitness,43136.0
2024-04-09,Fear song save.,Utilities,3303.0
2024-04-10,Capital program story mention majority.,Travel,39671.0
2024-04-10,Environmental outside bed institution.,Investment,49960.0
2024-04-11,Control piece behavior message wind.,Rent,5884.0
2024-04-13,Us money positive.,Investment,21170.0
2024-04-16,Life bad soon.,Salary,190356.0
2024-04-17,Worker range feel.,Entertainment,20909.0
2024-04-17,Into notice necessary true message.,Entertainment,64239.0
2024-04-17,Including let result spend.,Travel,138998.0
2024-04-18,One shoulder administration.,Other,30910.0
2024-04-20,Skill successful and.,Utilities,1962.0
2024-04-21,Finish right serious.,Entertainment,142728.0
2024-04-22,Space game truth special decision.,Travel,168182.0
2024-04-23,Else pull its adult house.,Other,44310.0
2024-04-25,Pretty least if.,Health & Fitness,155179.0
2024-04-26,Peace wind guess.,Rent,35978.0
2024-04-26,Because career course.,Travel,171884.0
2024-04-30,Teacher decide possible.,Investment,26560.0
2024-05-02,Success teach mrs beat.,Rent,145758.0
2024-05-03,Listen against coach.,Food & Drink,162716.0
2024-05-04,White likely teacher one.,Entertainment,181354.0
2024-05-04,Notice street anything.,Salary,131128.0
2024-05-05,Piece require.,Other,23290.0
2024-05-05,Say other never fact.,Travel,27642.0
2024-05-14,Main opportunity particularly question.,Rent,7996.0
2024-05-15,Research month instead.,Entertainment,169748.0
2024-05-17,As throughout individual list manager.,Utilities,151684.0
2024-05-20,Recently again explain court.,Investment,19670.0
2024-05-22,Discussion detail training fund.,Utilities,147448.0
2024-05-23,Third rich hospital.,Health & Fitness,9044.0
2024-05-25,Somebody son suddenly perform.,Entertainment,13509.0
2024-05-26,Project can.,Food & Drink,134049.0
2024-05-27,Paper beyond indeed.,Health & Fitness,78231.0
2024-05-27,Doctor news yourself.,Food & Drink,8941.0
2024-05-31,Ground city still.,Rent,141044.0
2024-06-01,Southern front.,Travel,16714.0
2024-06-02,Dinner no main year size.,Utilities,75955.0
2024-06-02,Environment character real middle prove.,Rent,103816.0
2024-06-03,Sometimes while sense window.,Entertainment,103758.0
2024-06-04,Among black picture that treat.,Health & Fitness,97885.0
2024-06-06,Remain seven marriage.,Food & Drink,100866.0
2024-06-07,Positive free case.,Investment,23840.0
2024-06-09,Wide shoulder according strong.,Other,22320.0
2024-06-10,Expert commercial entire resource.,Investment,34670.0
2024-06-12,Picture early send morning.,Rent,132561.0
2024-06-13,Soon including important.,Health & Fitness,144331.0
2024-06-13,Some gun ahead certainly act.,Salary,96325.0
2024-06-14,Be fire.,Shopping,5467.0
2024-06-15,Article service produce political.,Investment,16030.0
2024-06-16,Within woman.,Food & Drink,178269.0
2024-06-17,Information though red.,Investment,26150.0
2024-06-21,Training account evidence month.,Shopping,120272.0
2024-06-21,Land day name small.,Food & Drink,175823.0
2024-06-22,Thought sit identify culture.,Travel,189504.0
2024-06-23,Already free.,Salary,173593.0
2024-06-23,Yeah exist behavior necessary miss.,Other,16690.0
2024-06-23,Agreement someone.,Utilities,125019.0
2024-06-23,Strategy fight institution.,Utilities,145113.0
2024-06-23,Rule success.,Salary,11971.0
2024-07-01,Medical buy series walk large.,Other,36570.0
2024-07-05,Law work.,Investment,21570.0
2024-07-06,Research visit program suddenly doctor.,Shopping,165476.0
2024-07-07,Project spring of.,Utilities,95698.0
2024-07-07,Mind easy foreign old.,Food & Drink,175673.0
2024-07-07,Better republican stock bank.,Rent,19545.0
2024-07-07,Thousand live land hard.,Food & Drink,179497.0
2024-07-13,Open million house enough.,Shopping,104887.0
2024-07-13,You ready way rule.,Food & Drink,139831.0
2024-07-16,Certain camera represent.,Salary,158122.0
2024-07-20,Tell brother defense list second.,Rent,85672.0
2024-07-21,Tv budget system book.,Entertainment,182107.0
2024-07-22,Face mission brother figure hear.,Other,26110.0
2024-07-23,Agreement central six instead.,Investment,47800.0
2024-07-23,Democratic standard major.,Investment,35720.0
2024-07-25,Give that individual of not.,Health & Fitness,8236.0
2024-07-26,Little result paper seven.,Other,25770.0
2024-07-26,Seven project chance road.,Shopping,113369.0
2024-07-26,Professor important do house must.,Shopping,151239.0
2024-07-26,Position tend religious.,Salary,36565.0
2024-07-27,Someone religious night buy nice.,Salary,51502.0
2024-07-27,My serious whatever miss seek.,Health & Fitness,155065.0
2024-07-27,Build view.,Utilities,171145.0
2024-07-28,Ever day.,Entertainment,89872.0
2024-07-28,Be move fly open.,Utilities,20955.0
2024-07-29,Future congress.,Health & Fitness,16037.0
2024-07-29,Fish either boy between collection.,Food & Drink,32987.0
2024-07-29,Eight bed fill.,Food & Drink,16107.0
2024-07-30,Arrive which consider.,Salary,185246.0
2024-07-30,Hope floor include.,Rent,53355.0
2024-08-01,Heart still building.,Food & Drink,145174.0
2024-08-02,Sell only manage.,Shopping,123179.0
2024-08-02,We especially five network.,Food & Drink,189197.0
2024-08-03,Ahead plant trial affect.,Salary,88355.0
2024-08-03,Push east never size fight.,Travel,39755.0
2024-08-08,Base player data whose.,Entertainment,123423.0
2024-08-09,World site mr interest treatment.,Health & Fitness,48612.0
2024-08-11,A let.,Investment,12110.0
2024-08-14,A value lot.,Shopping,71272.0
2024-08-14,Yourself successful defense subject.,Entertainment,104031.0
2024-08-14,Claim move.,Rent,183916.0
2024-08-15,Bed recognize store.,Health & Fitness,70148.0
2024-08-22,There decision measure.,Entertainment,121666.0
2024-08-23,Play woman remain event.,Other,5380.0
2024-08-25,Decision where foreign trial.,Shopping,101741.0
2024-08-25,Participant above.,Travel,68653.0
2024-08-25,Including time reflect.,Other,49060.0
2024-08-27,Ball theory prepare much throughout.,Travel,139144.0
2024-08-27,Good spend still.,Salary,154223.0
2024-08-28,Concern should recent across.,Salary,136637.0
2024-08-28,View know develop after.,Food & Drink,96912.0
2024-08-28,Course staff personal space.,Shopping,127099.0
2024-08-30,Woman whose already.,Entertainment,160232.0
2024-09-01,Decide cultural start how thank.,Health & Fitness,103784.0
2024-09-02,Management necessary process not.,Other,25330.0
2024-09-05,Assume campaign assume.,Shopping,135066.0
2024-09-05,Talk thing rock ever summer.,Rent,111356.0
2024-09-05,Pass quite third ability interview.,Other,33960.0
2024-09-05,Item yet ever quite.,Travel,37374.0
2024-09-06,Guess service this different.,Entertainment,100301.0
2024-09-07,Mother first hot free.,Investment,26740.0
2024-09-08,Wrong difficult.,Entertainment,167153.0
2024-09-10,True culture.,Health & Fitness,32043.0
2024-09-13,As personal agreement.,Investment,45350.0
2024-09-15,Or phone.,Food & Drink,169754.0
2024-09-16,East list when.,Health & Fitness,98976.0
2024-09-17,Mind door authority outside.,Travel,9867.0
2024-09-17,Personal often.,Travel,80178.0
2024-09-17,True help.,Utilities,11775.0
2024-09-18,Artist sort area.,Salary,187991.0
2024-09-21,Big argue.,Other,37250.0
2024-09-22,Sure i pay.,Utilities,91982.0
2024-09-23,Ten skin perhaps.,Other,30850.0
2024-09-24,Less into per big.,Food & Drink,135147.0
2024-09-25,Military onto blue activity.,Rent,65762.0
2024-09-26,Smile cover of pm eight.,Travel,38243.0
2024-09-26,Right know during someone.,Travel,94798.0
2024-09-27,Find job where.,Health & Fitness,37599.0
2024-09-27,On must certainly.,Shopping,140442.0
2024-10-01,Owner fact wife.,Shopping,56646.0
2024-10-01,Price certain down standard nice.,Investment,23720.0
2024-10-02,Gas with policy cut.,Travel,161013.0
2024-10-02,Country little reality level.,Shopping,40017.0
2024-10-03,Not friend federal forget bit.,Utilities,95124.0
2024-10-04,Detail about development discover.,Other,45920.0
2024-10-04,Lose shoulder spring.,Other,44860.0
2024-10-07,Hundred step according.,Food & Drink,80282.0
2024-10-08,Group never.,Food & Drink,43878.0
2024-10-09,Key place tree.,Rent,90521.0
2024-10-10,Wish current.,Health & Fitness,72701.0
2024-10-10,Despite energy company.,Travel,69484.0
2024-10-11,Condition again successful.,Health & Fitness,173606.0
2024-10-12,Story case.,Entertainment,115794.0
2024-10-15,Very figure drive special.,Utilities,195895.0
2024-10-17,With young think there assume.,Health & Fitness,134965.0
2024-10-17,Some court her.,Salary,178037.0
2024-10-18,Outside with each animal.,Travel,93287.0
2024-10-19,Take family chance.,Utilities,128476.0
2024-10-19,Picture evidence.,Shopping,126623.0
2024-10-21,Why though decide bank likely.,Rent,16743.0
2024-10-21,Meet seem population.,Health & Fitness,64059.0
2024-10-21,Material less focus hear.,Travel,121472.0
2024-10-23,Listen ok point so.,Salary,156414.0
2024-10-24,Detail data tell.,Salary,83384.0
2024-10-28,Fill thousand number.,Investment,15240.0
2024-11-01,Nearly care base.,Travel,188147.0
2024-11-02,Goal once let perform international.,Rent,42904.0
2024-11-03,Important source first him.,Rent,13695.0
2024-11-03,Doctor population grow bar.,Food & Drink,6247.0
2024-11-11,National back everybody direction budget.,Rent,21682.0
2024-11-11,National free.,Rent,131312.0
2024-11-12,Few spring raise.,Travel,46642.0
2024-11-13,Relationship your your.,Salary,12567.0
2024-11-13,Across federal state.,Investment,7340.0
2024-11-13,State serious activity pressure.,Other,31640.0
2024-11-13,Dinner rich decide do.,Salary,195021.0
2024-11-14,Serious reveal left social fine.,Travel,110161.0
2024-11-14,Show recently decide last.,Investment,42400.0
2024-11-16,Hear officer.,Shopping,105169.0
2024-11-17,Wall act special.,Travel,181876.0
2024-11-17,Different international sell several.,Entertainment,161137.0
2024-11-17,For age size.,Health & Fitness,83029.0
2024-11-17,With yes nothing.,Investment,5000.0
2024-11-18,Woman daughter hospital move.,Utilities,69433.0
2024-11-18,Board notice later thus.,Food & Drink,137866.0
2024-11-19,Bit need allow.,Salary,60622.0
2024-11-20,Cost attorney.,Travel,119804.0
2024-11-20,Day fact modern.,Health & Fitness,38526.0
2024-11-22,Happy action.,Shopping,79556.0
2024-11-23,Hospital writer can industry.,Other,35990.0
2024-11-24,Western tend candidate day.,Rent,85026.0
2024-11-24,City offer financial data.,Travel,57651.0
2024-11-24,Cut yard knowledge.,Travel,83168.0
2024-11-25,Space moment travel these least.,Utilities,28188.0
2024-11-25,Say explain.,Other,42090.0
2024-11-25,Red republican father party.,Salary,3837.0
2024-11-26,Eat tonight run leader.,Investment,48820.0
2024-11-29,Believe recognize analysis those citizen.,Investment,28110.0
2024-11-30,Project at risk.,Salary,145694.0
2024-12-02,In seven building hard.,Utilities,393.0
2024-12-05,Short for late education.,Shopping,63004.0
2024-12-06,Left available.,Health & Fitness,93273.0
2024-12-09,Gas human create also.,Health & Fitness,16964.0
2024-12-11,Remember carry.,Utilities,12152.0
2024-12-12,Leave bar prevent require.,Rent,109095.0
2024-12-12,Likely evidence claim.,Other,36250.0
2024-12-15,Beyond family movement hospital back.,Rent,194945.0
2024-12-16,Child group describe.,Shopping,154474.0
2024-12-19,Democratic recent student specific political.,Food & Drink,40637.0
2024-12-19,Real know our any.,Rent,104707.0
2024-12-21,Up hear draw.,Salary,78435.0
2024-12-23,Instead writer.,Health & Fitness,32564.0
2024-12-28,Quite as when.,Rent,51409.0
2024-12-28,Right analysis mention.,Entertainment,72725.0
2024-12-28,No couple debate must.,Investment,14250.0
2024-12-29,Discussion black follow.,Shopping,65578.0
2024-12-29,Pressure activity defense detail.,Other,14800.0
