date,category,amount,notes
2019-03-21,Food,815.0,Course fee
March 10 2019,Salary,84045.0,Grocery shopping
2020-10-05,Health,254.0,Course fee
05-08-19,Food,1357.0,Monthly rent 
24-10-22,Entertainment,63.0,Dinner at resto
09/29/2020,Food,331.0,Gift
24-08-22,Health,194.0,Paid electricity bill cash
10/04/2022,Rent,2864.0,Paid electricity bill late
24-06-21,Utilities,1191.0,Gift cash
July 14 2019,Food,651.0,Monthly rent
09-03-20,Entertainment,857.0,Grocery shopping
2020-09-18,Utilities,1144.0,Dinner at resto
2021-07-07,Food,183.0,Course fee
06-08-19,Food,582.0,Paid electricity bill
2021-07-19,Entertainment,486.0,Course fee
2019-10-31,Utilities,2554.0,Doctor visit
June 03 2021,Savings,128.0,Monthly rent 
November 18 2021,Utilities,926.0,Uber to office
2021-04-27,Other Income,75285.0,Dinner at resto
2022-07-16,Food,1575.0,Gift
08/15/2022,Food,260.0,Doctor visit
02/21/2021,Utilities,246.0,Dinner at resto
2022-01-12,Food,336.0,Course fee
June 15 2021,Food,885.0,Course fee cash
06/30/2021,Other Incom,69569.0,Course fee
08/17/2020,Food,77.0,Course fee 
2022-04-06,Food,362.0,Grocery shopping
July 23 2022,Rent,541.0,Paid electricity bill late
26-04-22,Rentt,2673.0,Paid electricity bill
24/09/21,Travel,726.0,8L0GKaSMOA5eBVomi
2021-10-08,Bonus,74135.0,Doctor visit
04-05-22,Bonus,56313.0,Dinner at resto cash
December 09 2021,Salary,45105.0,Dinner at resto
12/03/2021,Food,3144.0,Gift via app
04/13/2019,Utilities,153.0,Monthly rent
September 08 2021,Utilities,484.0,Salary
01-09-19,Food,107.0,Salary via app
02/07/2019,Education,652.0,Gift
,Salary,48099.0,W0jynUoKNeVXZ
10/02/2022,Others,2036.0,Paid electricity bill
04/08/2020,Food,317.0,Monthly rent 
23-04-19,Food,999999.0,Paid electricity bill
25-09-20,Bonus,70751.0,Grocery shopping via app
13-04-21,Entertainment,1213.0,7Y7nPpoBoLuJ0
10/22/2022,Savings,2253.0,Salary
September 07 2021,Food,1007.0,Doctor visit
09/17/2019,Utilities,208.0,Uber to office
04/22/2020,Food,283.0,Grocery shopping cash
2020-07-18,Rent,440.0,Uber to office
12/24/2019,Food,1947.0,Salary late
20-07-22,Fod,2148.0,Monthly rent
2022-07-18,Utilities,2035.0,Grocery shopping late
05/12/2022,Food,297.0,Salary
August 27 2020,Other Income,56305.0,65VF51AQGuwEBx9le
08-08-22,Food,44.0,Course fee
05/04/2021,Entertainment,266.0,Doctor visit cash
2020-01-04,Savings,759.0,Course fee cash
07/07/2021,Foo,755.0,Doctor visit
01-08-19,Utilities,100.0,Paid electricity bill 
01/24/2019,Education,1090.0,Netflix subscription
,Bonus,58920.0,Salary 
30-10-22,Salary,53616.0,x61lJlYgIfPC5V
11/30/2021,Other Income,66845.0,Course fee
06/11/2020,Travel,479.0,Doctor visit
16-02-20,Food,114.0,Course fee
01/11/2022,Food,3648.0,Doctor visit
10/15/2021,Rent,765.0,Paid electricity bill cash
2022-11-21,Other Income,40041.0,Course fee
03/28/2021,Food,225.0,Doctor visit late
07-03-20,Rent,487.0,Gift
2019-10-20,Food,228.0,Monthly rent
08/14/2019,Food,500.0,Grocery shopping
January 24 2022,Health,107.0,Monthly rent
2019-12-19,Rent,1219.0,Salary 
2022-06-15,Food,43.0,Dinner at resto
2022-10-19,Savings,722.0,Gift
April 07 2021,Other Income,68850.0,Doctor visit
2020-06-01,Entertainment,298.0,Paid electricity bill
2021-05-02,Fodo,157.0,Paid electricity bill late
June 15 2021,Other Income,76958.0,Gift
2021-01-11,Utilities,103.0,Dinner at resto cash
2021-10-16,Bonus,34726.0,Uber to office
01/20/2019,Rent,1016.0,Dinner at resto
01-04-22,Rent,1712.0,Doctor visit
December 01 2021,Utilities,2045.0,Netflix subscription
02/25/2022,Rent,636.0,Paid electricity bill via app
November 07 2020,Rent,1141.0,Doctor visit
,Salary,62814.0,Monthly rent cash
2020/02/06,Travel,331.0,Dinner at resto via app
2020-08-24,Education,205.0,Uber to office
,Travel,62.0,Netflix subscription 
26-02-19,Bonus,63053.0,Grocery shopping
14-12-20,OtherIncome,58445.0,Monthly rent late
2020-10-25,Food,178.0,Uber to office
November 25 2022,Rent,366.0,Uber to office via app
17-08-22,Food,532.0,Course fee
26-11-21,Food,206.0,Grocery shopping
25-12-21,Food,1429.0,Course fee
08/12/2019,Others,132.0,Doctor visit
,Education,595.0,Doctor visit via app
September 20 2022,Food,1477.0,Dinner at resto
07/27/2020,Utilities,5244.0,l99Pk2zaNaR
20-04-21,Food,173.0,Netflix subscription
2019-11-20,Utilities,2021.0,Netflix subscription
26-11-21,Food,206.0,Grocery shopping
2020-09-08,Food,311.0,im2wnf2FoPh
22-06-21,Food,272.0,Dinner at resto
2020-11-20,Rent,3472.0,Doctor visit via app
01-01-21,Bonus,49614.0,hFsJhiAppjDk0awM4hJ
2022-10-15,Salary,60771.0,Uber to office
23-10-20,Salary,48500.0,Netflix subscription
02/27/2022,Food,161.0,XJt9XLjtuhPy2mdTO6e
2020-10-18,Rent,2330.0,Monthly rent
September 11 2022,Savings,1396.0,Netflix subscription
11-09-22,Others,610.0,Doctor visit
29-03-20,Entertainment,311.0,Salary
07/22/2021,Savings,854.0,a4Qeu7yGDRcxE
05/20/2020,Food,3823.0,Dinner at resto
07/23/2020,Other Income,64748.0,Grocery shopping late
06/11/2020,Rent,382.0,Netflix subscription
06-06-20,Foood,1719.0,Gift
07/17/2021,Education,102.0,Monthly rent
12/22/2022,Entertainment,395.0,Monthly rent
2020-01-07,Rent,271.0,Uber to office
2019-01-27,OOther Income,44955.0,Gift
2022-03-05,Food,6.0,Gift
August 30 2022,Rent,1153.0,Course fee late
June 06 2022,Other Income,76300.0,Monthly rent late
05/13/2020,Rnt,180.0,Netflix subscription
,Rent,2732.0,Doctor visit
10/04/2020,Food,48.0,Doctor visit
19-02-21,Reent,314.0,Course fee via app
06/10/2019,Utilities,85.0,Monthly rent
01/01/2019,Food,3942.0,Netflix subscription cash
January 01 2020,Rent,159.0,Zrtmb5kF
2022/07/12,Health,137.0,Monthly rent
December 11 2021,Rent,51.0,Uber to office
August 19 2020,Rent,689.0,Course fee
04/15/2021,Travel,76.0,Gift
2020-12-08,Food,268.0,Dinner at resto
2020-02-17,Savings,399.0,Dinner at resto
02/12/2020,Salary,,Netflix subscription 
2021-06-13,Food,91.0,Gift
January 14 2020,Health,393.0,Salary
2019-12-02,Entertainment,375.0,Monthly rent cash
09/13/2019,Savings,1698.0,Uber to office
01/26/2022,Rent,18678.0,Paid electricity bill 
,Other Income,47495.0,Salary
2019-06-20,Health,257.0,Netflix subscription
February 07 2019,Health,150.0,tJLWfatyKKNn
2021-09-03,Savings,257.0,Netflix subscription via app
10-02-20,Food,292.0,Gift
,Food,177.0,Grocery shopping
19-06-22,Salary,68673.0,Doctor visit late
July 31 2021,Savings,533.0,Salary
2022-04-25,Food,44.0,Salary
02/20/2020,Food,85.0,Netflix subscription
04/05/2022,Utilities,220.0,Doctor visit
2019-06-29,Bonus,40928.0,Dinner at resto
2022-01-15,Travel,2646.0,Gift
03-06-21,Food,405.0,Paid electricity bill
December 07 2022,Entertainment,490.0,Salary 
2021-05-05,Food,194.0,Netflix subscription
25-12-22,Travel,791.0,Paid electricity bill
23-03-22,Education,490.0,ams25F8WAo
08/11/2022,Food,120.0,Netflix subscription
,Others,415.0,Monthly rent via app
05-01-19,Rent,627.0,Grocery shopping 
01-06-20,Other Income,81541.0,Course fee
2019-12-13,Food,141.0,Dinner at resto late
June 09 2021,Utilities,4982.0,wmHgznKmpowFHyt9W
08/19/2022,Utilities,187.0,Netflix subscription via app
February 29 2020,Entertainment,259.0,Netflix subscription 
02/13/2021,Salary,79100.0,Salary
August 30 2019,Bonus,83243.0,Monthly rent
September 25 2020,Food,167.0,Gift
2020-05-30,Utilities,467.0,Course fee via app
,Salary,68120.0,Course fee
June 19 2020,Salary,45596.0,Monthly rent
2019-10-01,Travel,162.0,Netflix subscription
09/07/2021,Bonus,63124.0,Doctor visit
07/15/2019,Entertainment,175.0,Monthly rent cash
12-08-21,Travel,247.0,Paid electricity bill
12-07-20,Rent,140.0,Salary
2021-07-21,Ret,538.0,Salary via app
2020-12-31,Food,209.0,Salary
09/12/2022,Rent,414.0,Grocery shopping 
August 24 2019,Entertainment,59.0,Netflix subscription
2019-10-27,Other Income,40481.0,Course fee
21-11-22,Travel,35.0,Doctor visit late
05/09/2019,Travel,370.0,Monthly rent
August 12 2019,Savings,,Grocery shopping
03/24/2020,Food,670.0,Gift
17-01-19,Travel,886.0,Paid electricity bill
07/17/2021,Utilities,284.0,Paid electricity bill
2020-05-29,Food,487.0,Paid electricity bill
June 09 2020,Bonus,66152.0,Monthly rent
,Salary,71322.0,Gift cash
06/28/2020,Food,72.0,Monthly rent via app
07/23/2021,Entertainment,978.0,Dinner at resto
06/21/2020,Rent,276.0,Salary
23-04-21,Travel,86.0,Netflix subscription
01/28/2019,Travel,436.0,Gift
2020-04-17,Entertainment,476.0,Salary
03-08-22,Rent,726.0,viwRt8LrPfGQdgr
15-06-20,Bonus,55613.0,Netflix subscription
07/24/2019,Other Income,79424.0,Grocery shopping
07/02/2021,Travel,2059.0,Course fee
September 06 2020,Food,627.0,Gift late
2019-07-07,Rent,1019.0,Monthly rent
02/04/2022,Health,489.0,Salary
2022-07-11,Salary,53227.0,Salary
12/14/2022,Entertainment,101.0,Netflix subscription
June 17 2021,Food,481.0,Grocery shopping
02/02/2021,Food,841.0,Netflix subscription
11/01/2019,RRent,1174.0,Salary via app
03-04-21,oFod,631.0,Uber to office
2021-07-28,Salary,67718.0,Paid electricity bill
02/18/2021,Rent,536.0,Paid electricity bill late
February 07 2022,Rent,175.0,Salary late
03/05/2020,Education,1085.0,Grocery shopping
April 15 2020,Travel,2623.0,Dinner at resto late
05/16/2019,Food,1126.0,Netflix subscription cash
2019-07-04,Savings,145.0,Monthly rent cash
2021-02-14,Bonus,46845.0,Doctor visit
2021-12-30,Travel,161.0,Gift 
2019-05-27,Food,111.0,Netflix subscription
04/25/2022,Bonus,,Salary
28-02-20,Education,258.0,Monthly rent
14-12-19,Salary,36151.0,Dinner at resto
31-05-20,Other Income,38891.0,Course fee
2020-12-14,Rent,106.0,Course fee
16-10-19,Other Income,49262.0,Dinner at resto
10/13/2020,Food,126.0,Paid electricity bill
2022-04-09,Utilities,179.0,Netflix subscription
March 11 2021,Rent,578.0,Dinner at resto
11-07-20,Utilities,366.0,Doctor visit
05-06-21,Rent,1040.0,Netflix subscription
04/18/2019,Rent,1193.0,Uber to office
24-12-21,Food,1145.0,Gift
15-09-20,Savings,67.0,Course fee
05/19/2020,Savings,210.0,Doctor visit
02/14/2020,ent,668.0,Salary via app
13-07-22,Food,104.0,Salary
January 07 2019,Rent,1033.0,Monthly rent
02/13/2019,Bonus,63338.0,Salary
12/10/2019,Education,692.0,Course fee
04/10/2019,Travel,378.0,Netflix subscription
04-08-22,Others,548.0,Grocery shopping
01/05/2022,Food,715.0,Monthly rent
2021-10-15,Foood,215.0,Uber to office
23-11-20,Education,438.0,Course fee
2019-05-09,Food,764.0,Paid electricity bill
January 05 2021,Food,9336.0,Salary cash
01/06/2020,Travel,93.0,Gift late
02/13/2021,Entertainment,89.0,Salary
2019-11-26,Travel,1514.0,Netflix subscription
08/17/2019,Food,404.0,Netflix subscription late
29-03-21,Entertainment,115.0,Monthly rent
2022-01-01,Food,3558.0,Doctor visit
26-07-19,Savings,374.0,Doctor visit 
07/18/2020,Entertainment,3319.0,Monthly rent
11/04/2019,Rent,124.0,Monthly rent 
2021-10-17,Tavel,16017.0,Netflix subscription
11-08-22,Food,501.0,IZe0EsbB7M8inR5
09-06-20,Salary,60753.0,Doctor visit
2022-02-07,Travel,354.0,Monthly rent 
11-06-22,Health,737.0,Gift 
January 27 2019,Reent,2108.0,Salary
30-08-22,Rent,180.0,Salary cash
2022-07-19,Utilities,225.0,Gift
10/06/2021,Entertainment,710.0,Doctor visit 
11/13/2022,Food,1686.0,Gift via app
2022-12-29,Education,173.0,Dinner at resto cash
21-01-20,Food,319.0,Paid electricity bill
04/02/2021,Travel,4803.0,Paid electricity bill late
2020-02-15,Other Income,34281.0,Grocery shopping
04/05/2022,Utilities,220.0,Doctor visit
2020-09-30,Others,154.0,Dinner at resto
08/08/2019,Utilities,434.0,Dinner at resto
03/06/2019,Entertainment,1234.0,Uber to office cash
2021-08-03,Food,-205.0,Dinner at resto
07/25/2019,Utilities,242.0,Gift
2021-09-21,Travel,174.0,Course fee
2019-07-16,Rent,82.0,Gift 
25-04-20,Bonus,50378.0,Netflix subscription
14-02-19,Travel,135.0,JXcB6SvHajQiitJ2N
16-07-19,Food,233.0,Doctor visit
2022-06-20,Rent,2598.0,Course fee
20-12-19,Entertainment,99.0,Uber to office
11/28/2020,Others,34.0,Dinner at resto
2020-05-26,Travel,299.0,gGv6xKbLLiKNMCGXS
2021-07-15,Entertainment,952.0,Gift 
26-04-21,Food,55.0,Course fee
2020-09-08,Food,311.0,im2wnf2FoPh
2021-11-26,Salary,51189.0,Netflix subscription late
18-08-20,Travel,101.0,Paid electricity bill
June 17 2022,Other Income,62830.0,Monthly rent 
2020-12-20,Others,363.0,Course fee
06/25/2019,Rent,91.0,Uber to office
July 09 2019,Other Income,53160.0,Uber to office
2022-01-15,Rent,184.0,Grocery shopping
07-08-22,Bonus,59843.0,Gift
August 21 2019,Food,187.0,Paid electricity bill
06-06-21,Food,1589.0,Doctor visit
24-03-20,Rent,1099.0,Uber to office
01/08/2022,Rent,1991.0,Salary
04/17/2019,Rent,36.0,Uber to office
2020-10-12,Utilities,229.0,Uber to office cash
07-11-22,Food,140.0,Netflix subscription
09/20/2021,Food,1654.0,Monthly rent
2021-09-04,Utilities,305.0,yCEmzJMgm
July 22 2019,Fod,60.0,Course fee
2021-07-21,Health,762.0,Grocery shopping cash
March 16 2022,Food,69.0,Course fee
01/06/2019,Utilities,2172.0,Gift cash
October 15 2020,Rent,356.0,Netflix subscription
2022-07-10,oFod,137.0,Doctor visit cash
26-01-19,Rent,198.0,Paid electricity bill 
June 25 2022,Salary,70197.0,Doctor visit
18-12-20,Food,500.0,Monthly rent
May 29 2019,Food,186.0,sLbzFHE7xorbFJO
2020-01-30,Utiliteis,412.0,Paid electricity bill
July 12 2021,Entertanment,742.0,Doctor visit via app
2021-05-29,Entertainment,,Uber to office via app
02/08/2019,Travel,222.0,Dinner at resto late
06/30/2021,Bonus,72245.0,Salary 
,Rent,729.0,Salary
11/17/2021,Rent,130.0,Monthly rent
03/09/2021,Utilities,637.0,Monthly rent cash
,Travel,154.0,Dinner at resto via app
07-02-21,aSlary,60609.0,Gift
05/13/2022,Other Income,73349.0,A8Ma4Q9bkhYNCqH7
June 21 2019,Food,180.0,Course fee late
28-07-20,Savings,74.0,Monthly rent
July 02 2020,Food,440.0,Doctor visit
2019-07-02,Rent,1146.0,Monthly rent
February 15 2021,Food,-348.0,Dinner at resto 
2021-10-28,Salary,47961.0,VXAEVdjojmDLvKZW84
2022-11-30,Food,64.0,Monthly rent 
02/10/2019,Health,580.0,Grocery shopping
10/24/2022,Food,5305.0,Uber to office
December 07 2022,Rent,1309.0,VvCANTHjANzcC2I
2020-10-25,Rent,924.0,Gift
24-10-22,Utilities,961.0,Paid electricity bill
10/24/2019,Food,118.0,Paid electricity bill
2022-11-03,Salary,78122.0,Monthly rent late
07/20/2022,Food,285.0,Grocery shopping
2021-11-20,Trave,1389.0,Monthly rent
2020-07-03,Travel,3178.0,Doctor visit
December 13 2022,Salary,94390.0,Salary via app
2022-08-23,Education,15.0,Gift
10/04/2020,Rent,5305.0,Doctor visit via app
18-09-20,Utilities,431.0,Uber to office
12/25/2022,Food,594.0,Netflix subscription
2020-10-05,Food,806.0,Paid electricity bill
24-07-22,Utilities,464.0,Course fee
August 03 2020,Utilities,1373.0,Paid electricity bill
07-08-22,Others,429.0,Gift
10/28/2020,Food,163.0,Course fee
26-01-19,Food,531.0,Kw7YpZ1m7LRl2OG
2019-12-17,Utilities,113.0,Course fee
07/09/2021,Food,2269.0,Salary
10/08/2020,Health,444.0,Course fee
February 23 2020,Other Income,24467.0,Grocery shopping
June 21 2022,Health,70.0,Gift
2021-03-02,Entertainment,323.0,Course fee cash
2021-04-11,Savings,243.0,Monthly rent cash
2019/08/18,Rent,990.0,Doctor visit late
15/04/22,Food,201.0,Course fee via app
2019-04-07,Utilities,250.0,Gift
2019-03-12,Food,517.0,Gift
07/13/2019,Entertainment,629.0,Uber to office
May 23 2022,Rent,92.0,Paid electricity bill late
February 02 2021,Food,986.0,Gift
2021-12-06,Other Income,76927.0,Uber to office cash
2021-03-10,Food,3038.0,Netflix subscription via app
04/28/2022,Food,362.0,Salary cash
April 29 2019,Utilities,1049.0,Uber to office
26-09-19,Travel,445.0,Course fee
03/21/2020,Bonus,38731.0,Course fee
2021-06-04,Rent,960.0,Gift
17-02-19,Food,1291.0,Course fee
2021-11-22,Food,104.0,Netflix subscription
2022-02-07,Rent,1547.0,Dinner at resto cash
03/01/2022,Rent,344.0,Paid electricity bill
2021-08-11,Entertainment,247.0,Uber to office
2019-06-29,Others,1974.0,Monthly rent via app
07-03-21,Rent,510.0,Netflix subscription
01/26/2021,Utilities,153.0,Course fee
02/03/2022,Rennt,564.0,Monthly rent
02/15/2021,Food,6555.0,Doctor visit
11/18/2022,Reent,51.0,Doctor visit
07/30/2019,Other Income,71844.0,Course fee late
2019-02-15,Salary,57331.0,Monthly rent
03-09-20,Travel,210.0,Gift
21-11-21,Utilities,299.0,Doctor visit
03/21/2022,Food,1159.0,Netflix subscription 
31-05-19,Travel,1433.0,Dinner at resto late
2020-02-01,Food,1265.0,Grocery shopping
06/03/2020,Utilities,161.0,Paid electricity bill
09/16/2019,Rent,720.0,Doctor visit
24-07-22,Rent,925.0,Salary
March 25 2020,Other Income,64199.0,Dinner at resto late
01/28/2021,Rent,1738.0,Gift
01/11/2020,Entertainmetn,580.0,Monthly rent
06/15/2019,Bonus,60250.0,Netflix subscription 
03/21/2021,Food,170.0,Grocery shopping
2020-11-17,Other Income,51343.0,Gift
10/28/2019,Utilities,144.0,Paid electricity bill via app
2022-07-27,Food,2053.0,Gift
2019-07-09,Food,79.0,Gift
2021-09-22,Utilities,2562.0,Salary
2021-05-21,Rent,142.0,Grocery shopping cash
27-10-21,Travel,1348.0,Salary cash
06/28/2022,Travel,316.0,Dinner at resto
2019-10-15,Rent,383.0,Doctor visit via app
11/28/2022,Food,1325.0,Dinner at resto
03/14/2022,Salary,98685.0,Monthly rent cash
12/10/2020,Savings,378.0,Uber to office
07/15/2022,Others,-550.0,Doctor visit
2022-12-28,Salary,50117.0,Salary via app
2021-01-14,Travel,75.0,Paid electricity bill
2020-02-02,Travel,478.0,Gift cash
2021-10-04,Utilities,103.0,Salary
31-12-20,Rent,587.0,Uber to office 
2019-07-22,Food,960.0,Dinner at resto
09/14/2020,Other Income,48725.0,Course fee
2021-03-06,Utilities,447.0,Netflix subscription
2019-11-12,Food,295.0,Dinner at resto
12/28/2020,Travel,785.0,Gift 
2020-05-26,Rent,569.0,rE4Zyb9Da5
07/31/2022,Utilities,87.0,Paid electricity bill cash
2020-03-22,Othr Income,75649.0,Doctor visit
06-05-22,Rent,,QvCCDMktv2mJkfDeCo5
16-03-19,Travel,121.0,Course fee
27-12-19,Utilities,798.0,Grocery shopping
2021-09-01,Food,201.0,Salary
2022-08-07,Utilities,337.0,Grocery shopping
December 31 2020,Bonus,35484.0,Course fee via app
2022-02-09,Food,190.0,Netflix subscription
September 23 2019,Entertainment,166.0,Monthly rent 
,Utilities,1535.0,Netflix subscription
11/18/2022,Rent,2174.0,Doctor visit cash
July 24 2019,Food,152.0,Uber to office
September 05 2021,Rent,295.0,Dinner at resto
August 13 2022,Others,691.0,Paid electricity bill
12/12/2019,Savings,2159.0,Uber to office
30-11-19,Rent,335.0,Dinner at resto
June 04 2022,Utilities,63.0,Gift
August 23 2021,Food,531.0,Paid electricity bill via app
2022-07-16,Bonus,73422.0,Dinner at resto
2020-09-17,Rent,188.0,Uber to office
2019-09-09,Travel,377.0,Course fee
04/21/2022,Education,1634.0,vLRs1x51T
08/28/2020,Rent,457.0,Grocery shopping
07/02/2022,Travel,1397.0,Gift
November 15 2020,Bonus,71407.0,Doctor visit 
04/03/2019,Rent,708.0,Course fee via app
08/26/2020,Savings,222.0,Gift
March 26 2020,Rent,209.0,Course fee via app
2020-10-18,Utilities,60.0,Grocery shopping
06-01-20,Other Income,80373.0,Paid electricity bill via app
08-09-21,Utilities,360.0,Monthly rent
03/18/2020,Rent,1489.0,uX0Tv9wZYlEPjSXSV
04/18/2019,Travel,156.0,Dinner at resto
02/25/2020,Food,335.0,Monthly rent cash
2022-10-17,Educatiion,2838.0,Dinner at resto
2020-09-25,FFood,155.0,Dinner at resto
October 27 2020,Fod,178.0,Dinner at resto
November 11 2019,Food,818.0,Doctor visit
April 06 2019,Food,5166.0,qii01rPKqydZctF79A7o
10/14/2020,Food,153.0,Dinner at resto
29-05-20,Travel,188.0,d1f2i78hAZGKX1ugk1
2021-11-04,Food,931.0,Dinner at resto 
03-06-20,Food,1947.0,Paid electricity bill
2020-05-11,Entertainment,174.0,Monthly rent
2019-08-28,RRent,642.0,Grocery shopping
11-02-22,Food,347.0,Grocery shopping
08/08/2020,Food,113.0,Salary
06/27/2020,Utilities,1263.0,OV5ZyAmO
2022-12-08,Entertainment,513.0,Paid electricity bill
31-05-21,Food,363.0,Netflix subscription
2022-01-01,Educcation,53.0,Uber to office
05-11-19,Rent,231.0,Dinner at resto late
11/13/2021,Food,530.0,Doctor visit
January 26 2020,Other Income,59787.0,Gift
October 04 2022,Othes,340.0,Uber to office
May 31 2021,Food,135.0,uYLlggvtb4kvcrRY
04/08/2021,Savings,833.0,Paid electricity bill
2022-01-26,Food,1004.0,Paid electricity bill
26-04-20,Food,1735.0,Doctor visit 
2021-03-16,Others,260.0,Doctor visit
2022-07-10,Others,134.0,Uber to office
2022-04-09,Rent,424.0,PCae5Df7JvxTPA
28-12-20,Traevl,610.0,Salary late
2019-02-03,Food,826.0,Salary cash
12/17/2020,Foodd,349.0,Salary via app
2020-11-27,Food,82.0,Paid electricity bill 
2022-01-01,Salary,50038.0,Uber to office cash
2020-09-11,Utilities,435.0,Course fee
January 12 2020,Food,363.0,Course fee
03/05/2019,Food,291.0,Course fee
2021-08-12,Entertainment,89.0,Salary
11/22/2021,Other Income,46135.0,0aCdAtwWPMc5BcDPt90
August 31 2019,Salary,69187.0,Uber to office via app
09/20/2020,Food,1375.0,Gift 
07/07/2021,Rent,553.0,Uber to office
,Rent,368.0,Netflix subscription cash
05/24/2019,Utilities,2005.0,Dinner at resto cash
,Rent,101.0,Course fee
28-10-22,Rent,342.0,Course fee 
April 01 2020,Savings,5077.0,Doctor visit
03-04-20,Food,601.0,Grocery shopping
07-04-21,Rent,197.0,Gift
05-03-21,Rent,1540.0,Dinner at resto
2019-07-24,Rent,1021.0,Course fee
02-08-21,Travel,2915.0,Uber to office
2019-11-11,Food,152.0,Monthly rent via app
06/27/2021,Rent,3471.0,Salary
15-10-20,Travel,155.0,Salary
21-12-22,Rent,816.0,Course fee
05/11/2022,Food,1211.0,Doctor visit 
26-03-19,Travel,217.0,Dinner at resto via app
07-11-19,Rent,533.0,Doctor visit via app
,Entertainment,515.0,Dinner at resto
March 05 2019,Utilities,1059.0,Monthly rent
16-03-19,Rent,17286.0,Doctor visit
11-06-20,Travel,266.0,Dinner at resto via app
2020-02-24,Rent,1240.0,Doctor visit
26-07-19,Bonus,42190.0,Paid electricity bill
2019-11-12,Travel,35.0,Grocery shopping cash
21-04-22,Food,318.0,Salary
09-12-20,Food,1806.0,Monthly rent
07/10/2020,Food,501.0,Gift via app
22-09-21,Rent,867.0,Netflix subscription 
2022-01-05,Food,4749.0,Paid electricity bill
07/17/2022,Food,10.0,Paid electricity bill
07/28/2020,Rent,53.0,Gift
2020-12-31,Entertainment,611.0,Monthly rent
07/15/2020,Travel,1262.0,Course fee
,Entertainment,266.0,Monthly rent
2019-01-31,Entertainment,319.0,Monthly rent
07/03/2022,Travel,1029.0,2SgEKG3r8j
February 10 2022,Utilities,269.0,Doctor visit
26-11-21,Utilities,353.0,Gift
08/10/2020,Travel,1044.0,Netflix subscription
02/02/2022,Others,948.0,Course fee
2021-10-09,Bonus,47473.0,Course fee
2020-10-15,Travel,907.0,Grocery shopping
2021-04-20,Food,1434.0,Gift
,Food,228.0,Uber to office
2021-03-22,Rent,697.0,Paid electricity bill
01/16/2020,Rent,639.0,Grocery shopping
2019-03-01,Entertainent,216.0,Course fee
01/12/2022,Food,209.0,Paid electricity bill
September 18 2019,Rent,310.0,Dinner at resto
20-10-19,Food,630.0,Uber to office
,Savings,1254.0,Course fee
03/13/2019,Food,213.0,Dinner at resto
01/31/2021,Utilities,714.0,Doctor visit late
25-01-21,Salary,66692.0,Gift
03-11-21,FFood,1728.0,Doctor visit
05-07-20,Entertainment,176.0,Netflix subscription
2020-12-20,Travel,795.0,Dinner at resto
08/30/2021,Travel,429.0,Salary
2020-10-05,Salary,66045.0,Monthly rent
01/08/2019,Entertainment,120.0,Grocery shopping via app
26-04-22,Rent,1421.0,Netflix subscription
2020-09-06,Food,384.0,Course fee
05-06-21,Other Income,62945.0,Doctor visit
25-10-21,Food,198.0,Salary
2021-08-04,Other Income,62704.0,Gift
2022-09-13,Other Income,,Uber to office
20-02-20,Salary,67961.0,Monthly rent via app
14-08-22,Rent,325.0,Uber to office
14-09-22,Salary,101570.0,tdSZcv2ocnr80
August 26 2019,Travel,331.0,Gift cash
05/15/2022,Rent,465.0,Grocery shopping
27-06-22,Salary,62768.0,Monthly rent via app
2021-07-03,Travel,2301.0,Doctor visit
2021-01-12,Utilities,187.0,Grocery shopping
2020-02-23,Savings,309.0,Grocery shopping
May 09 2022,Food,3520.0,Paid electricity bill
02/10/2019,Utilities,572.0,Course fee cash
02/16/2022,Food,563.0,Paid electricity bill
11/06/2021,Bonus,35112.0,Doctor visit late
04/27/2019,Salary,48294.0,Uber to office
01/23/2019,Travel,786.0,Monthly rent
06/18/2019,Others,298.0,Salary
08-10-19,Food,346.0,Salary
October 12 2019,Others,1489.0,Monthly rent
05/19/2021,Travel,903.0,Course fee late
2019-06-26,Bonus,63484.0,Uber to office
2019-09-11,Other Income,58208.0,Netflix subscription
2020-12-12,Rent,611.0,w08k6CvgRtH42was
2020-10-23,Rent,150.0,Salary cash
07/13/2020,Rent,212.0,Gift
2021-05-04,Rent,413.0,Gift
2022-03-21,Salary,77437.0,Dinner at resto
2022-12-11,Bonus,61564.0,xpMCSqD2oM
02/05/2021,Food,1391.0,Grocery shopping
June 02 2020,Food,13556.0,Dinner at resto
12/10/2020,Food,136.0,Grocery shopping
20-11-19,Food,119.0,Course fee 
05/05/2022,Food,41.0,Grocery shopping 
June 17 2020,Rent,542.0,Paid electricity bill
11/08/2020,Others,364.0,Netflix subscription cash
10/02/2020,Food,350.0,Netflix subscription
01/27/2021,Entertainment,6054.0,Dinner at resto
2022-04-28,Rent,110.0,Uber to office
02/16/2022,Savings,1707.0,Paid electricity bill
2022-05-14,Travel,7731.0,Grocery shopping
2022-08-31,Utilities,17.0,Grocery shopping
14-03-22,Food,1396.0,Uber to office
07/19/2021,Utilities,367.0,Dinner at resto via app
2020-07-08,Rent,53.0,Monthly rent
01/15/2019,Rent,2536.0,0SxAS4yTr
February 21 2022,Savings,647.0,Dinner at resto
2020-08-21,Travel,2148.0,Gift cash
November 09 2020,Savings,1030.0,Course fee
15-10-22,Utilities,749.0,Paid electricity bill 
May 24 2021,Bonus,46462.0,Gift
