date,category,amount,notes
24-09-2022,Educaton,1941.0,Uber ride
15-02-2024,utilities,5234.0,Petrol
27-01-24,TRAVEL,5329.0,Fixed deposit
17-12-22,health,4200.0,!!!
2024-08-13,Saving,8502.0,asdfgh
07/20/2022,food,4634.0,Petrol
01/03/2022,Helth,4962.0,xyz123
2023-06-14,Travl,7202.0,Movie tickets
2024-04-18,Education,1925.0,Coffee
2023-09-24,education,7795.0,xyz123
16-08-2021,entertainment,7226.0,Lunch
02/02/2021,Travl,999999999.0,Gym membership
11-07-21,Foods,1548.0,Uber ride
03/23/2023,Bonus,48707.0,Doctor consultation
2024-10-16,Foods,730.0,Fixed deposit
09/02/2022,Foodd,1548.0,Doctor consultation
2022-10-20,Fod,2137.0,Medicine
24-07-2022,Traval,2922.0,xyz123
04/30/2024,rent,8792.0,Petrol
22-09-22,Utilities,2397.0,Coffee
03/04/2023,Freelance,16226.0,xyz123
2024-11-22,Rent,36001.0,Coffee
2022-09-11,Others,72599.0,Gym membership
2022-07-31,HEALTH,667.0,Uber ride
01-12-22,Investment,29235.0,xyz123
2023-04-02,Bonus,45305.0,Medicine
2022-08-06,FOOD,3512.0,Restaurant dinner
,Foodd,2528.0,Doctor consultation
30-04-21,Freelance,72108.0,Monthly rent payment
,rent,8904.0,Fixed deposit
2022-01-01,Food,2264.0,Lunch
10/29/2022,Foodd,4765.0,test
07-07-22,Traval,5484.0,Monthly rent payment
,education,9006.0,Medicine
2021-11-26,Entrtnmnt,6351.0,Gym membership
2022-08-15,savings,7586.0,Coffee
2022-01-15,Rentt,8643.0,Online course
,education,9650.0,Electricity bill
27-11-2021,Entertain,3376.0,test
01-10-24,FOOD,7652.0,Lunch
06/21/2024,Educaton,2644.0,Petrol
06-11-2024,Rentt,29624.0,xyz123
08-12-2021,Food,4008.0,ATM withdrawal
01/30/2023,Food,2763.0,Medicine
02-01-24,Rent,,Coffee
04/04/2024,Rnt,7711.0,Doctor consultation
2024-02-24,Rnt,8461.0,Gym membership
2022-06-04,Others,24089.0,Uber ride
2023-10-15,Traval,6461.0,Uber ride
2021-08-21,Traval,9685.0,Online course
2023-02-26,Travel,6999.0,Movie tickets
22-06-24,Bonus,418020.0,ATM withdrawal
08/19/2023,Foods,4518.0,Uber ride
23-01-21,Entertain,2090.0,Monthly rent payment
2024-07-10,travel,7288.0,Shopping
,food,608.0,Restaurant dinner
2023-10-01,Investment,63860.0,Fixed deposit
02-01-22,Travl,1420.0,ATM withdrawal
,Rentt,42773.0,Fixed deposit
14-02-22,savings,5064.0,Electricity bill
2023-06-04,Utilties,1831.0,Medicine
01/11/2021,entertainment,588.0,Shopping
03/14/2022,Rentt,32463.0,Shopping
09/02/2021,Travel,9488.0,Doctor consultation
2021-03-18,Rent,7744.0,Medicine
2021-08-24,Rnt,1891.0,Electricity bill
15-02-23,HEALTH,5788.0,Fixed deposit
2024-06-13,Salary,28677.0,Online course
2022-12-09,rent,8653.0,xyz123
01/22/2022,Rnt,4635.0,Monthly rent payment
08/05/2021,Traval,9482.0,Grocery shopping
01-03-2021,rent,1992.0,Doctor consultation
2024-01-22,Freelance,59543.0,Restaurant dinner
2021-09-14,Fod,423.0,Restaurant dinner
11/13/2022,Fod,5579.0,misc
2023-05-05,Foodd,3714.0,!!!
2024-04-19,EDU,1588.0,Grocery shopping
23-08-2022,Misc,1538.0,Uber ride
2024-12-19,RENT,4365.0,xyz123
06/10/2023,Travl,5990.0,ATM withdrawal
06/22/2023,FOOD,2381.0,Fixed deposit
03/02/2021,Bonus,33186.0,Medicine
2022-11-15,travel,5965.0,Train ticket
11/25/2024,education,8228.0,EMI payment
2022-04-24,HEALTH,6907.0,Online course
27-12-24,Others,767.0,Online course
2021-12-20,RENT,9767.0,Fixed deposit
2021-10-01,entertainment,6960.0,Internet bill
2024-07-11,Salary,58524.0,asdfgh
2023-05-15,Foods,2296.0,Medicine
09/23/2022,Fod,4787.0,Movie tickets
2022-12-09,Travl,8440.0,Books
2022-09-01,Rent,,EMI payment
21-02-2024,FOOD,4383.0,Medicine
05/10/2022,Others,36601.0,Lunch
05/26/2022,Rentt,29297.0,Uber ride
27-06-24,Others,76897.0,Gym membership
2021-02-03,Utility,5431.0,!!!
29-04-2023,Educaton,2323.0,Uber ride
2023-06-29,SAVINGS,1240.0,Movie tickets
08-09-2023,RENT,,Uber ride
2024-09-23,SAVINGS,6608.0,misc
06/11/2021,Entertain,9574.0,Lunch
2023-06-10,Educaton,463.0,Lunch
,entertainment,3570.0,Electricity bill
2023-10-19,Fod,,Internet bill
2022-08-11,rent,1678.0,Online course
07/10/2023,Travl,2276.0,Restaurant dinner
05/02/2024,Investment,42392.0,test
2024-06-22,Bonus,67143.0,Books
12/06/2021,Food,3883.0,Books
06-09-2022,Foods,3209.0,Grocery shopping
07/07/2022,Food,2869.0,asdfgh
2022-01-31,rent,5654.0,ATM withdrawal
11/08/2022,EDU,3445.0,EMI payment
2024-10-21,Utilties,6085.0,Uber ride
10/25/2021,Misc,6409.0,test
03-07-22,Entertain,5190.0,Gym membership
2021-06-16,RENT,2386.0,Movie tickets
09/15/2021,utilities,1222.0,Grocery shopping
2021-09-14,Foods,2889.0,Restaurant dinner
06/12/2023,Food,1347.0,Uber ride
2022-10-01,SAVINGS,2106.0,Petrol
04/04/2023,Freelance,75840.0,Grocery shopping
2023-05-03,travel,9396.0,Grocery shopping
2023-06-11,Utilties,255.0,Online course
2023-02-16,Salary,16826.0,Medicine
2023-02-19,TRAVEL,3035.0,Fixed deposit
11/11/2022,utilities,1908.0,Shopping
12-11-21,Fod,2409.0,Electricity bill
2022-02-28,Rnt,8199.0,EMI payment
2022-03-30,savings,6819.0,Shopping
24-06-21,HEALTH,2015.0,Doctor consultation
2022-03-12,Freelance,12351.0,EMI payment
12/14/2022,travel,6267.0,Internet bill
12/21/2024,rent,7966.0,Doctor consultation
2021-06-27,SAVINGS,3311.0,Doctor consultation
15-06-2022,Entertainment,4894.0,ATM withdrawal
,Food,528.0,Uber ride
04-07-24,food,8847.0,Shopping
,TRAVEL,4389.0,misc
30-01-21,Food,999999.0,Books
2024-06-20,Health,4636.0,misc
04/25/2022,Rentt,25221.0,asdfgh
09/04/2022,Fod,3776.0,Internet bill
2023-09-06,travel,8578.0,Monthly rent payment
07/12/2023,EDU,5323.0,ATM withdrawal
08/04/2024,Rnt,6489.0,Electricity bill
06/01/2022,Food,4410.0,test
05/17/2023,Salary,,Train ticket
04/01/2021,TRAVEL,7756.0,Gym membership
2023-04-11,Foodd,3980.0,Petrol
2023-10-17,Foodd,4273.0,Books
07-01-23,Others,57838.0,Movie tickets
18-05-21,entertainment,141.0,Books
06/18/2023,Freelance,71326.0,test
29-01-23,Saving,568.0,Grocery shopping
26-08-2024,Foods,3410.0,asdfgh
2024-10-05,Food,4074.0,EMI payment
2024-06-15,health,8337.0,Uber ride
2023-03-30,Salary,25379.0,Petrol
06/02/2024,savings,2551.0,Books
16-09-24,Misc,,Medicine
26-11-2023,rent,9734.0,Shopping
05/02/2023,Utilties,8833.0,Fixed deposit
2022-04-16,Travel,6001.0,!!!
2022-12-29,Fod,2122.0,Lunch
2023-09-18,entertainment,9154.0,Electricity bill
02/05/2023,Education,867.0,EMI payment
2023-02-28,EDU,0.0,Internet bill
01/21/2023,Food,672.0,Movie tickets
14-04-21,Rentt,10823.0,Restaurant dinner
02/10/2021,Utlities,3060.0,Monthly rent payment
2023-08-15,Travel,3271.0,asdfgh
03/03/2024,education,9692.0,Doctor consultation
2021-02-07,Rnt,2353.0,Fixed deposit
08/25/2022,Fod,6049.0,Restaurant dinner
02/10/2021,Health,817.0,Train ticket
11/24/2021,Fod,2252.0,Monthly rent payment
02-07-22,Foods,600.0,asdfgh
2023-10-12,Educaton,1544.0,xyz123
03/01/2022,RENT,1025.0,Gym membership
11/30/2022,Rent,21501.0,Doctor consultation
2021-11-03,Foods,999999.0,!!!
2021-04-05,Others,69656.0,Lunch
2021-06-29,Investment,49021.0,Coffee
06/10/2023,rent,4291.0,Electricity bill
07/08/2021,Entertain,4116.0,EMI payment
2024-02-28,Freelance,73105.0,!!!
18-05-24,FOOD,6998.0,test
02/09/2023,RENT,648.0,Restaurant dinner
2024-10-22,Travl,7779.0,asdfgh
12/17/2022,Others,67337.0,Medicine
2021-02-19,Freelance,47673.0,Medicine
21-07-24,Fod,3318.0,Restaurant dinner
04/24/2024,Entertain,4777.0,Shopping
2022-10-23,Entertain,5416.0,Shopping
2023-05-26,Utilities,5835.0,Online course
10/24/2024,Food,1889.0,Online course
2022-04-14,Fod,1300.0,Restaurant dinner
14-03-22,Rentt,18386.0,Online course
2023-11-23,RENT,8603.0,Restaurant dinner
13-01-24,food,3290.0,Books
10-04-2024,Freelance,25099.0,Shopping
07/05/2022,food,2926.0,Books
2021-03-02,Rnt,8956.0,asdfgh
10/09/2022,Traval,1762.0,!!!
09-10-2022,Rent,17393.0,ATM withdrawal
06-07-21,Salary,75689.0,misc
2023-06-03,Entrtnmnt,4566.0,Train ticket
2024-03-17,utilities,6208.0,Movie tickets
31-07-22,food,8970.0,Electricity bill
06/27/2024,Utilties,7759.0,!!!
01/20/2023,Salary,20195.0,Restaurant dinner
06/18/2021,Foods,3306.0,Shopping
01/03/2021,Travl,834.0,Uber ride
2021-10-13,FOOD,1259.0,Shopping
06/04/2021,TRAVEL,7920.0,Petrol
2024-03-06,Fod,6679.0,Lunch
2024-01-12,Food,1321.0,Internet bill
2023-12-28,SAVINGS,3832.0,Lunch
09/03/2023,RENT,2288.0,Gym membership
07-01-2022,Food,1636.0,asdfgh
12/12/2023,Educaton,4537.0,Fixed deposit
2024-10-12,Investment,54771.0,Books
08/31/2024,Freelance,31663.0,Petrol
2024-07-06,Entertainment,4876.0,Internet bill
09/13/2024,Rent,11329.0,Fixed deposit
2024-09-01,Freelance,11027.0,Uber ride
2021-04-07,utilities,6689.0,Petrol
21-11-23,Utlities,8300.0,Online course
09/10/2024,entertainment,5452.0,Petrol
04/25/2022,TRAVEL,3750.0,Online course
2023-11-23,Bonus,44729.0,EMI payment
25-04-21,utilities,5896.0,Books
05-04-24,Rent,31660.0,Fixed deposit
14-07-21,Rnt,1016.0,xyz123
12/16/2024,rent,9988.0,Internet bill
29-06-23,Others,24320.0,Shopping
2024-05-07,food,3559.0,Books
2024-12-20,Salary,14297.0,Electricity bill
22-12-21,SAVINGS,203.0,Coffee
,HEALTH,4288.0,xyz123
2023-05-19,Bonus,39718.0,xyz123
2021-09-05,Travel,,!!!
2021-08-16,FOOD,5005.0,Internet bill
01/01/2024,Travl,6806.0,Fixed deposit
2022-08-02,Traval,1249.0,!!!
06-07-2024,Utilities,3833.0,!!!
27-01-21,Foods,2865.0,Grocery shopping
06/02/2022,Travl,3588.0,xyz123
04/02/2024,Foodd,3777.0,Grocery shopping
21-05-24,RENT,5077.0,Restaurant dinner
2022-04-26,Food,2599.0,Lunch
2024-02-05,travel,2535.0,ATM withdrawal
11-08-2024,TRAVEL,4069.0,Electricity bill
22-11-21,rent,4643.0,Internet bill
09/23/2021,food,9249.0,Shopping
05-03-2021,EDU,3471.0,test
07-11-24,Food,,Restaurant dinner
01/16/2021,Misc,6786.0,Monthly rent payment
2021-02-22,education,3421.0,xyz123
16-01-2023,Food,3771.0,xyz123
2023-01-08,Investment,12377.0,Fixed deposit
19-09-22,Rentt,38137.0,Electricity bill
04/27/2021,travel,6963.0,Books
2021-03-09,Bonus,70223.0,Coffee
2023-01-14,Rent,26643.0,ATM withdrawal
09/29/2021,Traval,5071.0,Online course
20-05-21,FOOD,3172.0,Fixed deposit
2024-01-27,Fod,453.0,Grocery shopping
2023-01-19,Freelance,64553.0,Shopping
2024-03-14,SAVINGS,3552.0,Train ticket
01-10-2024,food,3338.0,Movie tickets
09/17/2021,Utilities,2309.0,test
08/30/2023,food,4107.0,Coffee
09/13/2021,Rent,9414.0,Lunch
05/13/2022,Traval,1763.0,Shopping
2021-04-18,TRAVEL,7501.0,Books
01/04/2022,Salary,69750.0,Fixed deposit
13-11-23,Utilties,5282.0,ATM withdrawal
03/20/2022,Utility,2771.0,EMI payment
11/29/2024,education,3199.0,Gym membership
30-12-2022,FOOD,1021.0,Shopping
2023-07-30,Utilities,,Shopping
2023-08-01,education,3101.0,Doctor consultation
11/15/2024,Traval,8149.0,Medicine
2021-02-26,education,4546.0,Electricity bill
28-01-2021,OTHERS,6064.0,Movie tickets
14-12-2023,Education,1897.0,Monthly rent payment
09/04/2021,Others,12555.0,Monthly rent payment
2022-04-18,Bonus,59348.0,Movie tickets
30-11-24,Travl,7800.0,EMI payment
2021-06-18,food,8620.0,Coffee
12/30/2023,entertainment,7841.0,Coffee
11/23/2021,Entertainment,377.0,Coffee
2021-07-22,rent,6857.0,Movie tickets
09/04/2022,Bonus,69187.0,Online course
01-12-24,food,3969.0,Lunch
2023-03-01,Foodd,3262.0,Shopping
06/11/2022,Rent,11395.0,Train ticket
01/13/2023,Entertainment,955.0,Medicine
29-05-2022,Others,71096.0,Petrol
2022-07-03,SAVINGS,2971.0,Doctor consultation
2024-05-15,Utilities,5280.0,Fixed deposit
05/05/2021,Utility,3999.0,Fixed deposit
02/14/2021,Investment,76935.0,Lunch
2021-07-21,Utilities,8026.0,Lunch
11/05/2023,RENT,9669.0,Coffee
11/12/2022,utilities,982.0,Books
01/22/2021,Fod,3860.0,Grocery shopping
05/01/2022,Rentt,15359.0,Gym membership
2024-12-23,Rentt,5337.0,Train ticket
08/07/2024,Savings,2072.0,Shopping
28-05-22,Entrtnmnt,6817.0,Internet bill
,travel,,Online course
2023-05-21,Entrtnmnt,9028.0,Gym membership
2024-02-15,FOOD,9063.0,Monthly rent payment
28-06-23,Rentt,42628.0,Internet bill
,Travel,1727.0,Petrol
2021-12-08,Educaton,7457.0,!!!
19-02-24,Rent,40333.0,Petrol
2023-07-24,food,4795.0,Electricity bill
2021-08-28,Travl,9178.0,Restaurant dinner
01/24/2024,FOOD,6863.0,Petrol
10/08/2021,FOOD,2678.0,Petrol
2022-04-18,Bonus,59348.0,Movie tickets
2024-12-21,Freelance,78359.0,!!!
2024-02-02,Utility,999999999.0,!!!
2021-08-18,Bonus,17142.0,Train ticket
09/15/2021,Fod,163.0,Movie tickets
01/30/2022,TRAVEL,5490.0,Grocery shopping
05-02-2023,Food,3096.0,!!!
07-03-21,education,7306.0,Train ticket
04/16/2021,Rentt,29916.0,Medicine
2021-08-15,FOOD,3482.0,Medicine
2023-08-04,education,4160.0,EMI payment
2021-08-26,Others,64935.0,!!!
10-06-22,Travl,3654.0,Gym membership
2023-01-10,Salary,11386.0,Uber ride
19-05-24,Rnt,7538.0,misc
2024-10-05,Entertainment,8167.0,Fixed deposit
2023-04-09,FOOD,333.0,Books
14-11-2024,Bonus,,Restaurant dinner
,Entrtnmnt,6722.0,Uber ride
05/10/2024,utilities,,Petrol
28-11-2023,RENT,9803.0,test
29-08-2023,rent,8019.0,Lunch
20-04-23,RENT,4176.0,Books
14-04-2024,education,2953.0,Coffee
2021-08-09,Investment,27046.0,xyz123
2024-05-06,Travl,8760.0,asdfgh
03/06/2021,Educaton,837.0,asdfgh
02-09-2023,Entrtnmnt,2921.0,test
10/23/2021,Entertain,4173.0,!!!
27-10-24,Entertainment,9627.0,Train ticket
2024-11-13,Salary,55629.0,xyz123
03/27/2021,Rnt,9470.0,Uber ride
11-07-2024,Rent,36536.0,xyz123
09-06-22,EDU,1358.0,Uber ride
2021-06-09,Utilities,2540.0,xyz123
01/05/2023,Others,76554.0,Petrol
2022-11-25,Investment,46512.0,Grocery shopping
2023-05-10,FOOD,5071.0,Coffee
03/24/2023,Freelance,42808.0,Train ticket
10/15/2021,FOOD,9780.0,Internet bill
01/24/2022,Utlities,3896.0,Grocery shopping
2022-07-05,Rent,24730.0,Gym membership
25-05-22,Bonus,35072.0,EMI payment
2023-10-19,Utility,908.0,xyz123
2021-05-07,Traval,4198.0,Internet bill
2024-10-19,education,8452.0,Fixed deposit
05-05-24,Utilties,5349.0,Electricity bill
04/07/2024,Bonus,40883.0,Petrol
2023-12-29,Investment,46285.0,Doctor consultation
05/15/2021,Rentt,37286.0,Grocery shopping
30-04-21,Travl,-500.0,Medicine
04-08-21,TRAVEL,9850.0,misc
2021-07-30,food,8981.0,Medicine
2023-01-28,utilities,7686.0,misc
2021-06-28,FOOD,3915.0,Grocery shopping
05/20/2024,Entertain,1921.0,Grocery shopping
,Saving,9885.0,Train ticket
08/24/2022,FOOD,3865.0,Online course
2024-10-31,travel,1544.0,Books
07-09-2022,RENT,6591.0,!!!
2021-06-16,Others,32514.0,Online course
14-10-2024,Bonus,25258.0,Gym membership
2023-09-16,Rnt,9577.0,Grocery shopping
2024-12-24,Food,1476.0,Online course
02/15/2022,Foods,4873.0,Grocery shopping
11/08/2021,EDU,9141.0,Restaurant dinner
03-09-24,Travl,6133.0,Shopping
10/13/2024,Entertain,6081.0,Doctor consultation
01/27/2022,Investment,,Internet bill
2024-06-25,Foods,4538.0,Doctor consultation
06/08/2022,RENT,7523.0,Electricity bill
2022-12-14,Travel,873.0,Train ticket
01/06/2022,Investment,73885.0,Electricity bill
,EDU,6780.0,Petrol
2021-05-24,Investment,10926.0,Electricity bill
03/01/2021,FOOD,6259.0,Doctor consultation
14-02-22,Education,8887.0,Coffee
2022-04-05,Entertainment,9886.0,Petrol
2021-08-15,Food,1752.0,Internet bill
2023-03-21,rent,1974.0,test
2023-01-27,RENT,,Grocery shopping
13-07-24,Salary,56796.0,Movie tickets
2024-07-25,Foodd,2134.0,test
08-10-21,Rnt,1641.0,Train ticket
08-06-24,RENT,8899.0,Electricity bill
2024-07-02,FOOD,,Medicine
2022-09-13,RENT,1152.0,Internet bill
06-11-22,Traval,7027.0,Restaurant dinner
2021-08-28,Food,1093.0,asdfgh
31-07-2023,entertainment,8542.0,Internet bill
02-04-21,RENT,3896.0,Movie tickets
2022-01-22,Travl,7839.0,Books
07/27/2024,Freelance,58313.0,ATM withdrawal
,Foods,1401.0,Movie tickets
07/02/2021,Travel,6928.0,EMI payment
2022-02-02,Educaton,9089.0,Petrol
03/18/2023,Utlities,1695.0,Electricity bill
11/23/2024,Investment,54685.0,Monthly rent payment
2023-10-08,Food,1620.0,Train ticket
09/21/2022,Salary,34947.0,Grocery shopping
15-04-22,EDU,5531.0,Doctor consultation
2021-10-19,Entertainment,3458.0,asdfgh
19-01-22,Salary,58526.0,EMI payment
2021-11-11,Foods,4318.0,Restaurant dinner
2021-07-04,entertainment,8501.0,Restaurant dinner
09/15/2023,rent,6192.0,EMI payment
08-03-2022,Freelance,72111.0,EMI payment
2024-02-23,others,9313.0,ATM withdrawal
,rent,999999999.0,Petrol
11-04-2022,Entrtnmnt,5666.0,asdfgh
09/18/2023,Foods,3178.0,Lunch
05/22/2024,Fod,1596.0,Petrol
23-07-23,utilities,3735.0,asdfgh
2022-09-04,health,8799.0,Fixed deposit
05-01-24,Rnt,6517.0,!!!
2024-10-04,Travel,,Electricity bill
12/17/2022,Utilties,339.0,asdfgh
11/05/2021,entertainment,3713.0,Doctor consultation
09/15/2023,education,,Grocery shopping
2024-08-25,Entertain,3689.0,Online course
05/04/2023,Fod,6443.0,Grocery shopping
12/23/2024,Salary,53920.0,!!!
,FOOD,8963.0,Lunch
2024-09-05,Traval,7543.0,misc
2022-12-19,Others,20419.0,Lunch
2021-04-13,Others,50731.0,ATM withdrawal
10/26/2024,food,907.0,EMI payment
2023-11-05,Utility,4194.0,misc
2022-08-16,Foodd,4044.0,Books
,entertainment,5782.0,Online course
15-08-2023,Foodd,3092.0,Train ticket
2023-12-27,Entrtnmnt,,Coffee
29-03-24,Education,6247.0,ATM withdrawal
06/25/2021,Food,1327.0,Online course
08-04-2024,Savings,1793.0,Monthly rent payment
2023-03-09,Utilties,9361.0,Train ticket
24-04-21,Others,25503.0,Monthly rent payment
09/02/2021,Travel,9488.0,Doctor consultation
2023-08-04,Food,1335.0,Online course
26-06-23,Entertainment,1175.0,Fixed deposit
11/06/2021,Health,4280.0,Grocery shopping
2023-11-21,Rent,24380.0,Doctor consultation
2021-05-02,Entertain,2912.0,misc
2024-09-11,education,1967.0,Grocery shopping
08-07-21,Rent,11268.0,Online course
09/28/2024,Salary,50409.0,Uber ride
18-04-21,Rnt,9518.0,Doctor consultation
2023-06-25,Traval,1640.0,Lunch
14-01-24,RENT,5132.0,test
06/20/2023,Education,1163.0,Online course
2022-09-26,food,5984.0,Petrol
09/21/2022,Food,1241.0,Coffee
14-03-2024,Utilties,8743.0,Internet bill
2021-07-28,Salary,20350.0,Grocery shopping
2023-09-03,Bonus,28444.0,Online course
2021-10-09,education,7284.0,!!!
25-08-22,Investment,68186.0,Gym membership
05/29/2021,SAVINGS,6648.0,Internet bill
12-12-2022,Utilities,4999.0,Online course
2021-08-26,FOOD,5311.0,Train ticket
2021-09-25,food,585.0,Shopping
2022-03-12,Travl,7892.0,Shopping
2021-07-16,Utilties,6241.0,Medicine
02/18/2021,food,4813.0,Movie tickets
06/24/2021,Education,,ATM withdrawal
2021-10-24,Education,8562.0,Internet bill
2022-07-07,food,6363.0,Movie tickets
01-02-22,Rentt,21341.0,test
2021-08-24,Freelance,17069.0,Books
01/16/2022,Investment,277040.0,Monthly rent payment
2024-07-22,Investment,57757.0,Lunch
17-01-21,Travl,7225.0,Coffee
11-04-23,Others,2086.0,asdfgh
14-02-21,Savings,6269.0,EMI payment
2021-06-19,Utilties,507.0,ATM withdrawal
2023-11-27,Entertainment,998.0,misc
18-09-23,Fod,8437.0,test
21-08-2022,Foods,4023.0,Electricity bill
2024-07-25,RENT,1130.0,Fixed deposit
2024-09-14,Foods,2214.0,Train ticket
05/12/2021,rent,228.0,Petrol
11-12-23,Travl,4746.0,Shopping
2021-02-25,Traval,6664.0,Fixed deposit
09/23/2022,TRAVEL,3790.0,EMI payment
04/16/2024,rent,6444.0,Doctor consultation
09/10/2021,Utility,9267.0,Train ticket
2023-12-02,others,6696.0,Online course
01/18/2022,Entrtnmnt,2743.0,Shopping
2024-06-12,Utility,798.0,Monthly rent payment
2021-12-09,Bonus,56061.0,Doctor consultation
2021-05-16,utilities,8995.0,asdfgh
23-02-21,Fod,663.0,Grocery shopping
01/08/2021,Others,18087.0,Electricity bill
05/31/2022,Rent,9294.0,Movie tickets
03/13/2021,rent,1042.0,Coffee
07/01/2023,Traval,9244.0,EMI payment
31-03-21,Foods,4266.0,Gym membership
10/10/2023,rent,9658.0,Shopping
06/15/2022,Rnt,4193.0,Movie tickets
08-10-2022,Foodd,2270.0,Restaurant dinner
20-08-2023,Others,38336.0,misc
,Utilties,1818.0,Monthly rent payment
2024-05-26,Investment,21687.0,Electricity bill
20-04-23,Travl,7575.0,!!!
12/13/2024,Bonus,28477.0,misc
05/03/2024,Saving,8642.0,test
11-04-23,Bonus,,Medicine
06/11/2022,health,7353.0,!!!
10-12-21,Utilities,8693.0,Restaurant dinner
01-04-22,FOOD,4213.0,Monthly rent payment
05-08-2021,Travel,624.0,Online course
01/19/2022,utilities,4674.0,Movie tickets
2023-11-13,entertainment,6552.0,Monthly rent payment
15-10-2022,Utilities,5770.0,xyz123
2022-01-24,Foods,3200.0,Coffee
2023-10-10,Educaton,9385.0,Fixed deposit
19-07-21,Rnt,211.0,EMI payment
08/30/2022,RENT,5770.0,Train ticket
02/05/2023,Utility,7738.0,Train ticket
26-04-2024,Freelance,30076.0,Electricity bill
02/21/2022,Travl,7881.0,Train ticket
17-09-2022,Travl,3711.0,Books
2024-05-03,Others,50616.0,Medicine
24-08-2022,Food,3162.0,Electricity bill
15-12-2023,Foodd,1741.0,Uber ride
06-08-2021,Rnt,2012.0,Shopping
04-05-23,rent,8240.0,Lunch
01/31/2021,Others,33703.0,Internet bill
2023-05-20,Rentt,23748.0,Coffee
11/30/2023,Entrtnmnt,4620.0,Books
25-04-2024,HEALTH,4578.0,asdfgh
2021-10-16,Rentt,24421.0,Internet bill
2021-05-16,travel,,Doctor consultation
05-08-21,rent,216.0,Coffee
2022-10-05,Education,995.0,Medicine
2022-02-23,health,5085.0,Monthly rent payment
04/07/2024,Foodd,553.0,Lunch
2021-11-11,Travel,4882.0,asdfgh
06/24/2022,food,2803.0,Electricity bill
2023-01-07,FOOD,5104.0,Medicine
01-11-23,Education,5269.0,asdfgh
19-09-23,Freelance,27272.0,Coffee
2022-09-15,Helth,7259.0,asdfgh
2023-08-12,education,7208.0,xyz123
15-07-24,Traval,7467.0,Grocery shopping
12-03-24,Food,2641.0,xyz123
04-01-22,Salary,66432.0,Movie tickets
22-11-22,RENT,6273.0,Restaurant dinner
2022-10-13,Traval,1547.0,Shopping
2023-04-14,Salary,36012.0,Online course
2021-02-03,Others,40149.0,Coffee
04/06/2022,Others,45615.0,Doctor consultation
05/07/2021,Traval,7539.0,asdfgh
24-01-23,Helth,4696.0,!!!
28-04-2021,utilities,7546.0,Shopping
,EDU,3706.0,Lunch
01/08/2024,Travl,,test
2023-12-05,Bonus,53078.0,Petrol
2024-06-08,Foodd,3840.0,Gym membership
2024-11-07,Educaton,1120.0,Lunch
25-07-2024,Food,4587.0,Doctor consultation
11/28/2024,Utilities,9750.0,test
2023-03-25,Education,4986.0,Electricity bill
02/09/2021,Utlities,9229.0,Internet bill
03/27/2024,Others,28003.0,Monthly rent payment
2023-08-15,Entertainment,2599.0,Uber ride
04-04-2021,Entrtnmnt,9677.0,Medicine
2022-07-05,Food,4120.0,Coffee
20-02-2023,Others,51440.0,Coffee
09-12-2021,Traval,2660.0,Electricity bill
05/18/2021,Rentt,36576.0,ATM withdrawal
11/11/2022,Utilities,4682.0,Train ticket
01/21/2024,Salary,20053.0,Restaurant dinner
2024-03-06,Entertainment,,Uber ride
08/24/2021,Investment,69778.0,!!!
2022-10-08,Utilties,,Shopping
2022-08-14,Fod,1350.0,Grocery shopping
11/18/2021,Travel,8578.0,Movie tickets
13-06-24,Bonus,75604.0,ATM withdrawal
12/04/2021,food,145.0,Gym membership
04-03-21,education,8923.0,Restaurant dinner
12/10/2024,Food,1035.0,Internet bill
07/29/2024,TRAVEL,1396.0,Internet bill
12/08/2021,Salary,43834.0,asdfgh
2024-03-24,Foodd,4026.0,Train ticket
,Entrtnmnt,3072.0,Books
,Traval,9535.0,Internet bill
01/23/2023,Foodd,824.0,Doctor consultation
2023-10-27,Rnt,5175.0,test
2021-03-19,Entertain,4398.0,Electricity bill
02/27/2022,Salary,245156.0,!!!
2021-03-06,rent,6051.0,Shopping
01-11-23,Utilities,2301.0,misc
2021-02-18,Freelance,40590.0,xyz123
09/08/2023,rent,6961.0,xyz123
04/28/2023,Food,4252.0,Petrol
2021-08-01,Rent,38906.0,Restaurant dinner
13-08-23,food,5783.0,Gym membership
2021-06-09,Rent,40318.0,Internet bill
2021-09-06,travel,2226.0,!!!
09-11-24,Fod,6252.0,!!!
2022-04-29,Rent,42162.0,Coffee
2022-11-05,Foods,3844.0,Doctor consultation
2024-06-14,Health,2575.0,ATM withdrawal
2021-03-14,Entertainment,2323.0,Gym membership
,Rentt,32511.0,Online course
2021-03-24,Utilties,5223.0,Medicine
2022-04-06,Foods,4856.0,Petrol
03/07/2021,food,6809.0,!!!
10/11/2024,Fod,,Coffee
03/31/2021,Foods,721.0,Gym membership
03/10/2021,Bonus,65623.0,test
2024-12-29,Salary,65957.0,Medicine
08-11-22,FOOD,9343.0,Petrol
21-04-21,OTHERS,5887.0,misc
2022-03-21,Travel,8063.0,Lunch
2021-04-19,Utlities,3802.0,test
16-01-21,Foods,4554.0,Doctor consultation
05/03/2022,Freelance,22324.0,Coffee
2021-04-04,food,7271.0,test
04/23/2024,Education,6436.0,Restaurant dinner
08/01/2023,rent,7751.0,Online course
2024-11-07,entertainment,7517.0,Electricity bill
2021-03-04,Food,4195.0,Doctor consultation
